Node,Name,Parent,Type,thumbType,Description,Position,Department
AAPL-1-3-4-4,Manager 4,AAPL-1-3-4,profile,profile,Manager de Sales,Manager Sales,Sales
AAPL-1-3-4-4-1,Employee 1,AAPL-1-3-4-4,profile,profile,Manager de Sales,Manager Sales,Sales
AAPL-1-3-4-4-2,Employee 2,AAPL-1-3-4-4,profile,profile,Lead de Sales,Lead Sales,Sales
AAPL-1-3-4-4-3,Employee 3,AAPL-1-3-4-4,profile,profile,Intern de Sales,Intern Sales,Sales
AAPL-1-4,VP Finance,AAPL-1,profile,profile,VP de Finance,VP Finance,Finance
AAPL-1-4-1,Director 1,AAPL-1-4,profile,profile,Director de Finance,Director Finance,Finance
AAPL-1-4-1-1,Manager 1,AAPL-1-4-1,profile,profile,Manager de Finance,Manager Finance,Finance
AAPL-1-4-1-1-1,Employee 1,AAPL-1-4-1-1,profile,profile,CTO de Finance,CTO Finance,Finance
AAPL-1-4-1-1-2,Employee 2,AAPL-1-4-1-1,profile,profile,Junior de Finance,Junior Finance,Finance
AAPL-1-4-1-1-3,Employee 3,AAPL-1-4-1-1,profile,profile,VP de Finance,VP Finance,Finance
AAPL-1-4-1-2,Manager 2,AAPL-1-4-1,profile,profile,Manager de Finance,Manager Finance,Finance
AAPL-1-4-1-2-1,Employee 1,AAPL-1-4-1-2,profile,profile,CEO de Finance,CEO Finance,Finance
AAPL-1-4-1-2-2,Employee 2,AAPL-1-4-1-2,profile,profile,Senior de Finance,Senior Finance,Finance
AAPL-1-4-1-2-3,Employee 3,AAPL-1-4-1-2,profile,profile,Manager de Finance,Manager Finance,Finance
AAPL-1-4-1-2-4,Employee 4,AAPL-1-4-1-2,profile,profile,Manager de Finance,Manager Finance,Finance
AAPL-1-4-1-3,Manager 3,AAPL-1-4-1,profile,profile,Manager de Finance,Manager Finance,Finance
AAPL-1-4-1-3-1,Employee 1,AAPL-1-4-1-3,profile,profile,Senior de Finance,Senior Finance,Finance
AAPL-1-4-1-3-2,Employee 2,AAPL-1-4-1-3,profile,profile,Junior de Finance,Junior Finance,Finance
AAPL-1-4-2,Director 2,AAPL-1-4,profile,profile,Director de Finance,Director Finance,Finance
AAPL-1-4-2-1,Manager 1,AAPL-1-4-2,profile,profile,Manager de Finance,Manager Finance,Finance
AAPL-1-4-2-1-1,Employee 1,AAPL-1-4-2-1,profile,profile,Junior de Finance,Junior Finance,Finance
AAPL-1-4-2-1-2,Employee 2,AAPL-1-4-2-1,profile,profile,Lead de Finance,Lead Finance,Finance
AAPL-1-4-2-2,Manager 2,AAPL-1-4-2,profile,profile,Manager de Finance,Manager Finance,Finance
AAPL-1-4-2-2-1,Employee 1,AAPL-1-4-2-2,profile,profile,Lead de Finance,Lead Finance,Finance
AAPL-1-4-2-2-2,Employee 2,AAPL-1-4-2-2,profile,profile,Intern de Finance,Intern Finance,Finance
AAPL-1-4-2-3,Manager 3,AAPL-1-4-2,profile,profile,Manager de Finance,Manager Finance,Finance
AAPL-1-4-2-3-1,Employee 1,AAPL-1-4-2-3,profile,profile,Lead de Finance,Lead Finance,Finance
AAPL-1-4-2-3-2,Employee 2,AAPL-1-4-2-3,profile,profile,Manager de Finance,Manager Finance,Finance
AAPL-1-4-2-4,Manager 4,AAPL-1-4-2,profile,profile,Manager de Finance,Manager Finance,Finance
AAPL-1-4-2-4-1,Employee 1,AAPL-1-4-2-4,profile,profile,Manager de Finance,Manager Finance,Finance
AAPL-1-4-2-4-2,Employee 2,AAPL-1-4-2-4,profile,profile,CFO de Finance,CFO Finance,Finance
AAPL-1-4-2-4-3,Employee 3,AAPL-1-4-2-4,profile,profile,CFO de Finance,CFO Finance,Finance
AAPL-1-4-3,Director 3,AAPL-1-4,profile,profile,Director de Finance,Director Finance,Finance
AAPL-1-4-3-1,Manager 1,AAPL-1-4-3,profile,profile,Manager de Finance,Manager Finance,Finance
AAPL-1-4-3-1-1,Employee 1,AAPL-1-4-3-1,profile,profile,Senior de Finance,Senior Finance,Finance
AAPL-1-4-3-1-2,Employee 2,AAPL-1-4-3-1,profile,profile,Intern de Finance,Intern Finance,Finance
AAPL-1-4-3-2,Manager 2,AAPL-1-4-3,profile,profile,Manager de Finance,Manager Finance,Finance
AAPL-1-4-3-2-1,Employee 1,AAPL-1-4-3-2,profile,profile,Director de Finance,Director Finance,Finance
AAPL-1-4-3-2-2,Employee 2,AAPL-1-4-3-2,profile,profile,Lead de Finance,Lead Finance,Finance
AAPL-1-4-3-3,Manager 3,AAPL-1-4-3,profile,profile,Manager de Finance,Manager Finance,Finance
AAPL-1-4-3-3-1,Employee 1,AAPL-1-4-3-3,profile,profile,Director de Finance,Director Finance,Finance
AAPL-1-4-3-3-2,Employee 2,AAPL-1-4-3-3,profile,profile,Junior de Finance,Junior Finance,Finance
AAPL-1-4-4,Director 4,AAPL-1-4,profile,profile,Director de Finance,Director Finance,Finance
AAPL-1-4-4-1,Manager 1,AAPL-1-4-4,profile,profile,Manager de Finance,Manager Finance,Finance
AAPL-1-4-4-1-1,Employee 1,AAPL-1-4-4-1,profile,profile,Manager de Finance,Manager Finance,Finance
AAPL-1-4-4-1-2,Employee 2,AAPL-1-4-4-1,profile,profile,VP de Finance,VP Finance,Finance
AAPL-1-4-4-2,Manager 2,AAPL-1-4-4,profile,profile,Manager de Finance,Manager Finance,Finance
AAPL-1-4-4-2-1,Employee 1,AAPL-1-4-4-2,profile,profile,CEO de Finance,CEO Finance,Finance
AAPL-1-4-4-2-2,Employee 2,AAPL-1-4-4-2,profile,profile,VP de Finance,VP Finance,Finance
AAPL-1-4-4-2-3,Employee 3,AAPL-1-4-4-2,profile,profile,CFO de Finance,CFO Finance,Finance
AAPL-1-4-4-2-4,Employee 4,AAPL-1-4-4-2,profile,profile,Director de Finance,Director Finance,Finance
AAPL-1-4-4-3,Manager 3,AAPL-1-4-4,profile,profile,Manager de Finance,Manager Finance,Finance
AAPL-1-4-4-3-1,Employee 1,AAPL-1-4-4-3,profile,profile,Intern de Finance,Intern Finance,Finance
AAPL-1-4-4-3-2,Employee 2,AAPL-1-4-4-3,profile,profile,Intern de Finance,Intern Finance,Finance
AAPL-1-5,VP HR,AAPL-1,profile,profile,VP de HR,VP HR,HR
AAPL-1-5-1,Director 1,AAPL-1-5,profile,profile,Director de HR,Director HR,HR
AAPL-1-5-1-1,Manager 1,AAPL-1-5-1,profile,profile,Manager de HR,Manager HR,HR
AAPL-1-5-1-1-1,Employee 1,AAPL-1-5-1-1,profile,profile,VP de HR,VP HR,HR
AAPL-1-5-1-1-2,Employee 2,AAPL-1-5-1-1,profile,profile,Intern de HR,Intern HR,HR
AAPL-1-5-1-1-3,Employee 3,AAPL-1-5-1-1,profile,profile,Intern de HR,Intern HR,HR
AAPL-1-5-1-1-4,Employee 4,AAPL-1-5-1-1,profile,profile,Director de HR,Director HR,HR
AAPL-1-5-1-2,Manager 2,AAPL-1-5-1,profile,profile,Manager de HR,Manager HR,HR
AAPL-1-5-1-2-1,Employee 1,AAPL-1-5-1-2,profile,profile,VP de HR,VP HR,HR
AAPL-1-5-1-2-2,Employee 2,AAPL-1-5-1-2,profile,profile,CEO de HR,CEO HR,HR
AAPL-1-5-1-2-3,Employee 3,AAPL-1-5-1-2,profile,profile,Manager de HR,Manager HR,HR
AAPL-1-5-1-2-4,Employee 4,AAPL-1-5-1-2,profile,profile,Intern de HR,Intern HR,HR
AAPL-1-5-1-3,Manager 3,AAPL-1-5-1,profile,profile,Manager de HR,Manager HR,HR
AAPL-1-5-1-3-1,Employee 1,AAPL-1-5-1-3,profile,profile,CTO de HR,CTO HR,HR
AAPL-1-5-1-3-2,Employee 2,AAPL-1-5-1-3,profile,profile,CEO de HR,CEO HR,HR
AAPL-1-5-1-3-3,Employee 3,AAPL-1-5-1-3,profile,profile,Lead de HR,Lead HR,HR
AAPL-1-5-1-3-4,Employee 4,AAPL-1-5-1-3,profile,profile,Manager de HR,Manager HR,HR
AAPL-1-5-1-4,Manager 4,AAPL-1-5-1,profile,profile,Manager de HR,Manager HR,HR
AAPL-1-5-1-4-1,Employee 1,AAPL-1-5-1-4,profile,profile,CTO de HR,CTO HR,HR
AAPL-1-5-1-4-2,Employee 2,AAPL-1-5-1-4,profile,profile,CEO de HR,CEO HR,HR
AAPL-1-5-1-4-3,Employee 3,AAPL-1-5-1-4,profile,profile,Manager de HR,Manager HR,HR
AAPL-1-5-1-5,Manager 5,AAPL-1-5-1,profile,profile,Manager de HR,Manager HR,HR
AAPL-1-5-1-5-1,Employee 1,AAPL-1-5-1-5,profile,profile,Intern de HR,Intern HR,HR
AAPL-1-5-1-5-2,Employee 2,AAPL-1-5-1-5,profile,profile,Intern de HR,Intern HR,HR
AAPL-1-5-2,Director 2,AAPL-1-5,profile,profile,Director de HR,Director HR,HR
AAPL-1-5-2-1,Manager 1,AAPL-1-5-2,profile,profile,Manager de HR,Manager HR,HR
AAPL-1-5-2-1-1,Employee 1,AAPL-1-5-2-1,profile,profile,Junior de HR,Junior HR,HR
AAPL-1-5-2-1-2,Employee 2,AAPL-1-5-2-1,profile,profile,CFO de HR,CFO HR,HR
AAPL-1-5-2-1-3,Employee 3,AAPL-1-5-2-1,profile,profile,Senior de HR,Senior HR,HR
AAPL-1-5-2-2,Manager 2,AAPL-1-5-2,profile,profile,Manager de HR,Manager HR,HR
AAPL-1-5-2-2-1,Employee 1,AAPL-1-5-2-2,profile,profile,Junior de HR,Junior HR,HR
AAPL-1-5-2-2-2,Employee 2,AAPL-1-5-2-2,profile,profile,Director de HR,Director HR,HR
AAPL-1-5-2-2-3,Employee 3,AAPL-1-5-2-2,profile,profile,Manager de HR,Manager HR,HR
AAPL-1-5-2-2-4,Employee 4,AAPL-1-5-2-2,profile,profile,Intern de HR,Intern HR,HR
AAPL-1-5-2-3,Manager 3,AAPL-1-5-2,profile,profile,Manager de HR,Manager HR,HR
AAPL-1-5-2-3-1,Employee 1,AAPL-1-5-2-3,profile,profile,Lead de HR,Lead HR,HR
AAPL-1-5-2-3-2,Employee 2,AAPL-1-5-2-3,profile,profile,CFO de HR,CFO HR,HR
AAPL-1-5-2-3-3,Employee 3,AAPL-1-5-2-3,profile,profile,CFO de HR,CFO HR,HR
AAPL-1-5-2-3-4,Employee 4,AAPL-1-5-2-3,profile,profile,CEO de HR,CEO HR,HR
AAPL-1-5-2-4,Manager 4,AAPL-1-5-2,profile,profile,Manager de HR,Manager HR,HR
AAPL-1-5-2-4-1,Employee 1,AAPL-1-5-2-4,profile,profile,CTO de HR,CTO HR,HR
AAPL-1-5-2-4-2,Employee 2,AAPL-1-5-2-4,profile,profile,Director de HR,Director HR,HR
AAPL-1-5-2-4-3,Employee 3,AAPL-1-5-2-4,profile,profile,Manager de HR,Manager HR,HR
AAPL-1-5-2-4-4,Employee 4,AAPL-1-5-2-4,profile,profile,CEO de HR,CEO HR,HR
AAPL-1-5-2-5,Manager 5,AAPL-1-5-2,profile,profile,Manager de HR,Manager HR,HR
AAPL-1-5-2-5-1,Employee 1,AAPL-1-5-2-5,profile,profile,Director de HR,Director HR,HR
AAPL-1-5-2-5-2,Employee 2,AAPL-1-5-2-5,profile,profile,Lead de HR,Lead HR,HR
AAPL-1-5-3,Director 3,AAPL-1-5,profile,profile,Director de HR,Director HR,HR
AAPL-1-5-3-1,Manager 1,AAPL-1-5-3,profile,profile,Manager de HR,Manager HR,HR
AAPL-1-5-3-1-1,Employee 1,AAPL-1-5-3-1,profile,profile,Director de HR,Director HR,HR
AAPL-1-5-3-1-2,Employee 2,AAPL-1-5-3-1,profile,profile,Junior de HR,Junior HR,HR
AAPL-1-5-3-1-3,Employee 3,AAPL-1-5-3-1,profile,profile,VP de HR,VP HR,HR
AAPL-1-5-3-1-4,Employee 4,AAPL-1-5-3-1,profile,profile,Lead de HR,Lead HR,HR
AAPL-1-5-3-2,Manager 2,AAPL-1-5-3,profile,profile,Manager de HR,Manager HR,HR
AAPL-1-5-3-2-1,Employee 1,AAPL-1-5-3-2,profile,profile,Manager de HR,Manager HR,HR
AAPL-1-5-3-2-2,Employee 2,AAPL-1-5-3-2,profile,profile,CEO de HR,CEO HR,HR
AAPL-1-5-3-3,Manager 3,AAPL-1-5-3,profile,profile,Manager de HR,Manager HR,HR
AAPL-1-5-3-3-1,Employee 1,AAPL-1-5-3-3,profile,profile,Senior de HR,Senior HR,HR
AAPL-1-5-3-3-2,Employee 2,AAPL-1-5-3-3,profile,profile,CFO de HR,CFO HR,HR
AAPL-1-5-3-3-3,Employee 3,AAPL-1-5-3-3,profile,profile,Intern de HR,Intern HR,HR
AAPL-1-5-3-3-4,Employee 4,AAPL-1-5-3-3,profile,profile,Junior de HR,Junior HR,HR
AAPL-1-5-3-4,Manager 4,AAPL-1-5-3,profile,profile,Manager de HR,Manager HR,HR
AAPL-1-5-3-4-1,Employee 1,AAPL-1-5-3-4,profile,profile,Manager de HR,Manager HR,HR
AAPL-1-5-3-4-2,Employee 2,AAPL-1-5-3-4,profile,profile,CFO de HR,CFO HR,HR
AAPL-1-5-3-4-3,Employee 3,AAPL-1-5-3-4,profile,profile,Junior de HR,Junior HR,HR
AAPL-1-5-3-5,Manager 5,AAPL-1-5-3,profile,profile,Manager de HR,Manager HR,HR
AAPL-1-5-3-5-1,Employee 1,AAPL-1-5-3-5,profile,profile,Junior de HR,Junior HR,HR
AAPL-1-5-3-5-2,Employee 2,AAPL-1-5-3-5,profile,profile,Lead de HR,Lead HR,HR
AAPL-1-5-4,Director 4,AAPL-1-5,profile,profile,Director de HR,Director HR,HR
AAPL-1-5-4-1,Manager 1,AAPL-1-5-4,profile,profile,Manager de HR,Manager HR,HR
AAPL-1-5-4-1-1,Employee 1,AAPL-1-5-4-1,profile,profile,CTO de HR,CTO HR,HR
AAPL-1-5-4-1-2,Employee 2,AAPL-1-5-4-1,profile,profile,VP de HR,VP HR,HR
AAPL-1-5-4-1-3,Employee 3,AAPL-1-5-4-1,profile,profile,Manager de HR,Manager HR,HR
AAPL-1-5-4-2,Manager 2,AAPL-1-5-4,profile,profile,Manager de HR,Manager HR,HR
AAPL-1-5-4-2-1,Employee 1,AAPL-1-5-4-2,profile,profile,Manager de HR,Manager HR,HR
AAPL-1-5-4-2-2,Employee 2,AAPL-1-5-4-2,profile,profile,Senior de HR,Senior HR,HR
AAPL-1-5-4-2-3,Employee 3,AAPL-1-5-4-2,profile,profile,Junior de HR,Junior HR,HR
AAPL-1-5-4-2-4,Employee 4,AAPL-1-5-4-2,profile,profile,CEO de HR,CEO HR,HR
AAPL-1-5-4-3,Manager 3,AAPL-1-5-4,profile,profile,Manager de HR,Manager HR,HR
AAPL-1-5-4-3-1,Employee 1,AAPL-1-5-4-3,profile,profile,Junior de HR,Junior HR,HR
AAPL-1-5-4-3-2,Employee 2,AAPL-1-5-4-3,profile,profile,Senior de HR,Senior HR,HR
AAPL-1-5-4-3-3,Employee 3,AAPL-1-5-4-3,profile,profile,Senior de HR,Senior HR,HR
AAPL-1-5-5,Director 5,AAPL-1-5,profile,profile,Director de HR,Director HR,HR
AAPL-1-5-5-1,Manager 1,AAPL-1-5-5,profile,profile,Manager de HR,Manager HR,HR
AAPL-1-5-5-1-1,Employee 1,AAPL-1-5-5-1,profile,profile,Junior de HR,Junior HR,HR
AAPL-1-5-5-1-2,Employee 2,AAPL-1-5-5-1,profile,profile,Director de HR,Director HR,HR
AAPL-1-5-5-1-3,Employee 3,AAPL-1-5-5-1,profile,profile,Director de HR,Director HR,HR
AAPL-1-5-5-1-4,Employee 4,AAPL-1-5-5-1,profile,profile,Director de HR,Director HR,HR
AAPL-1-5-5-2,Manager 2,AAPL-1-5-5,profile,profile,Manager de HR,Manager HR,HR
AAPL-1-5-5-2-1,Employee 1,AAPL-1-5-5-2,profile,profile,Junior de HR,Junior HR,HR
AAPL-1-5-5-2-2,Employee 2,AAPL-1-5-5-2,profile,profile,CEO de HR,CEO HR,HR
AAPL-1-5-5-3,Manager 3,AAPL-1-5-5,profile,profile,Manager de HR,Manager HR,HR
AAPL-1-5-5-3-1,Employee 1,AAPL-1-5-5-3,profile,profile,CFO de HR,CFO HR,HR
AAPL-1-5-5-3-2,Employee 2,AAPL-1-5-5-3,profile,profile,CFO de HR,CFO HR,HR
AAPL-1-5-5-3-3,Employee 3,AAPL-1-5-5-3,profile,profile,Junior de HR,Junior HR,HR
AAPL-1-5-5-3-4,Employee 4,AAPL-1-5-5-3,profile,profile,Senior de HR,Senior HR,HR
AAPL-1-5-5-4,Manager 4,AAPL-1-5-5,profile,profile,Manager de HR,Manager HR,HR
AAPL-1-5-5-4-1,Employee 1,AAPL-1-5-5-4,profile,profile,VP de HR,VP HR,HR
AAPL-1-5-5-4-2,Employee 2,AAPL-1-5-5-4,profile,profile,Senior de HR,Senior HR,HR
AAPL-1-5-5-4-3,Employee 3,AAPL-1-5-5-4,profile,profile,Lead de HR,Lead HR,HR
AAPL-1-5-5-5,Manager 5,AAPL-1-5-5,profile,profile,Manager de HR,Manager HR,HR
AAPL-1-5-5-5-1,Employee 1,AAPL-1-5-5-5,profile,profile,CTO de HR,CTO HR,HR
AAPL-1-5-5-5-2,Employee 2,AAPL-1-5-5-5,profile,profile,Lead de HR,Lead HR,HR
AAPL-1-5-6,Director 6,AAPL-1-5,profile,profile,Director de HR,Director HR,HR
AAPL-1-5-6-1,Manager 1,AAPL-1-5-6,profile,profile,Manager de HR,Manager HR,HR
AAPL-1-5-6-1-1,Employee 1,AAPL-1-5-6-1,profile,profile,Director de HR,Director HR,HR
AAPL-1-5-6-1-2,Employee 2,AAPL-1-5-6-1,profile,profile,CFO de HR,CFO HR,HR
AAPL-1-5-6-2,Manager 2,AAPL-1-5-6,profile,profile,Manager de HR,Manager HR,HR
AAPL-1-5-6-2-1,Employee 1,AAPL-1-5-6-2,profile,profile,CEO de HR,CEO HR,HR
AAPL-1-5-6-2-2,Employee 2,AAPL-1-5-6-2,profile,profile,VP de HR,VP HR,HR
AAPL-1-5-6-2-3,Employee 3,AAPL-1-5-6-2,profile,profile,CFO de HR,CFO HR,HR
AAPL-1-5-6-3,Manager 3,AAPL-1-5-6,profile,profile,Manager de HR,Manager HR,HR
AAPL-1-5-6-3-1,Employee 1,AAPL-1-5-6-3,profile,profile,Manager de HR,Manager HR,HR
AAPL-1-5-6-3-2,Employee 2,AAPL-1-5-6-3,profile,profile,CFO de HR,CFO HR,HR
AAPL-1-6,VP Legal,AAPL-1,profile,profile,VP de Legal,VP Legal,Legal
AAPL-1-6-1,Director 1,AAPL-1-6,profile,profile,Director de Legal,Director Legal,Legal
AAPL-1-6-1-1,Manager 1,AAPL-1-6-1,profile,profile,Manager de Legal,Manager Legal,Legal
AAPL-1-6-1-1-1,Employee 1,AAPL-1-6-1-1,profile,profile,Manager de Legal,Manager Legal,Legal
AAPL-1-6-1-1-2,Employee 2,AAPL-1-6-1-1,profile,profile,VP de Legal,VP Legal,Legal
AAPL-1-6-1-1-3,Employee 3,AAPL-1-6-1-1,profile,profile,VP de Legal,VP Legal,Legal
AAPL-1-6-1-1-4,Employee 4,AAPL-1-6-1-1,profile,profile,Senior de Legal,Senior Legal,Legal
AAPL-1-6-1-2,Manager 2,AAPL-1-6-1,profile,profile,Manager de Legal,Manager Legal,Legal
AAPL-1-6-1-2-1,Employee 1,AAPL-1-6-1-2,profile,profile,Intern de Legal,Intern Legal,Legal
AAPL-1-6-1-2-2,Employee 2,AAPL-1-6-1-2,profile,profile,Intern de Legal,Intern Legal,Legal
AAPL-1-6-1-2-3,Employee 3,AAPL-1-6-1-2,profile,profile,Junior de Legal,Junior Legal,Legal
AAPL-1-6-1-2-4,Employee 4,AAPL-1-6-1-2,profile,profile,CEO de Legal,CEO Legal,Legal
AAPL-1-6-1-3,Manager 3,AAPL-1-6-1,profile,profile,Manager de Legal,Manager Legal,Legal
AAPL-1-6-1-3-1,Employee 1,AAPL-1-6-1-3,profile,profile,Senior de Legal,Senior Legal,Legal
AAPL-1-6-1-3-2,Employee 2,AAPL-1-6-1-3,profile,profile,CFO de Legal,CFO Legal,Legal
AAPL-1-6-1-3-3,Employee 3,AAPL-1-6-1-3,profile,profile,Manager de Legal,Manager Legal,Legal
AAPL-1-6-1-3-4,Employee 4,AAPL-1-6-1-3,profile,profile,VP de Legal,VP Legal,Legal
AAPL-1-6-1-4,Manager 4,AAPL-1-6-1,profile,profile,Manager de Legal,Manager Legal,Legal
AAPL-1-6-1-4-1,Employee 1,AAPL-1-6-1-4,profile,profile,Junior de Legal,Junior Legal,Legal
AAPL-1-6-1-4-2,Employee 2,AAPL-1-6-1-4,profile,profile,Director de Legal,Director Legal,Legal
AAPL-1-6-1-4-3,Employee 3,AAPL-1-6-1-4,profile,profile,VP de Legal,VP Legal,Legal
AAPL-1-6-2,Director 2,AAPL-1-6,profile,profile,Director de Legal,Director Legal,Legal
AAPL-1-6-2-1,Manager 1,AAPL-1-6-2,profile,profile,Manager de Legal,Manager Legal,Legal
AAPL-1-6-2-1-1,Employee 1,AAPL-1-6-2-1,profile,profile,Manager de Legal,Manager Legal,Legal
AAPL-1-6-2-1-2,Employee 2,AAPL-1-6-2-1,profile,profile,Intern de Legal,Intern Legal,Legal
AAPL-1-6-2-1-3,Employee 3,AAPL-1-6-2-1,profile,profile,Director de Legal,Director Legal,Legal
AAPL-1-6-2-1-4,Employee 4,AAPL-1-6-2-1,profile,profile,Senior de Legal,Senior Legal,Legal
AAPL-1-6-2-2,Manager 2,AAPL-1-6-2,profile,profile,Manager de Legal,Manager Legal,Legal
AAPL-1-6-2-2-1,Employee 1,AAPL-1-6-2-2,profile,profile,Manager de Legal,Manager Legal,Legal
AAPL-1-6-2-2-2,Employee 2,AAPL-1-6-2-2,profile,profile,Manager de Legal,Manager Legal,Legal
AAPL-1-6-2-2-3,Employee 3,AAPL-1-6-2-2,profile,profile,Director de Legal,Director Legal,Legal
AAPL-1-6-2-3,Manager 3,AAPL-1-6-2,profile,profile,Manager de Legal,Manager Legal,Legal
AAPL-1-6-2-3-1,Employee 1,AAPL-1-6-2-3,profile,profile,CFO de Legal,CFO Legal,Legal
AAPL-1-6-2-3-2,Employee 2,AAPL-1-6-2-3,profile,profile,Junior de Legal,Junior Legal,Legal
AAPL-1-6-2-3-3,Employee 3,AAPL-1-6-2-3,profile,profile,Lead de Legal,Lead Legal,Legal
AAPL-1-6-2-3-4,Employee 4,AAPL-1-6-2-3,profile,profile,Intern de Legal,Intern Legal,Legal
AAPL-1-6-3,Director 3,AAPL-1-6,profile,profile,Director de Legal,Director Legal,Legal
AAPL-1-6-3-1,Manager 1,AAPL-1-6-3,profile,profile,Manager de Legal,Manager Legal,Legal
AAPL-1-6-3-1-1,Employee 1,AAPL-1-6-3-1,profile,profile,Senior de Legal,Senior Legal,Legal
AAPL-1-6-3-1-2,Employee 2,AAPL-1-6-3-1,profile,profile,CEO de Legal,CEO Legal,Legal
AAPL-1-6-3-1-3,Employee 3,AAPL-1-6-3-1,profile,profile,Intern de Legal,Intern Legal,Legal
AAPL-1-6-3-2,Manager 2,AAPL-1-6-3,profile,profile,Manager de Legal,Manager Legal,Legal
AAPL-1-6-3-2-1,Employee 1,AAPL-1-6-3-2,profile,profile,VP de Legal,VP Legal,Legal
AAPL-1-6-3-2-2,Employee 2,AAPL-1-6-3-2,profile,profile,VP de Legal,VP Legal,Legal
AAPL-1-6-3-2-3,Employee 3,AAPL-1-6-3-2,profile,profile,Junior de Legal,Junior Legal,Legal
AAPL-1-6-3-3,Manager 3,AAPL-1-6-3,profile,profile,Manager de Legal,Manager Legal,Legal
AAPL-1-6-3-3-1,Employee 1,AAPL-1-6-3-3,profile,profile,CFO de Legal,CFO Legal,Legal
AAPL-1-6-3-3-2,Employee 2,AAPL-1-6-3-3,profile,profile,Director de Legal,Director Legal,Legal
AAPL-1-6-3-3-3,Employee 3,AAPL-1-6-3-3,profile,profile,VP de Legal,VP Legal,Legal
AAPL-1-6-3-3-4,Employee 4,AAPL-1-6-3-3,profile,profile,Director de Legal,Director Legal,Legal
AAPL-1-6-4,Director 4,AAPL-1-6,profile,profile,Director de Legal,Director Legal,Legal
AAPL-1-6-4-1,Manager 1,AAPL-1-6-4,profile,profile,Manager de Legal,Manager Legal,Legal
AAPL-1-6-4-1-1,Employee 1,AAPL-1-6-4-1,profile,profile,Manager de Legal,Manager Legal,Legal
AAPL-1-6-4-1-2,Employee 2,AAPL-1-6-4-1,profile,profile,Manager de Legal,Manager Legal,Legal
AAPL-1-6-4-1-3,Employee 3,AAPL-1-6-4-1,profile,profile,Senior de Legal,Senior Legal,Legal
AAPL-1-6-4-2,Manager 2,AAPL-1-6-4,profile,profile,Manager de Legal,Manager Legal,Legal
AAPL-1-6-4-2-1,Employee 1,AAPL-1-6-4-2,profile,profile,Lead de Legal,Lead Legal,Legal
AAPL-1-6-4-2-2,Employee 2,AAPL-1-6-4-2,profile,profile,CEO de Legal,CEO Legal,Legal
AAPL-1-6-4-2-3,Employee 3,AAPL-1-6-4-2,profile,profile,Senior de Legal,Senior Legal,Legal
AAPL-1-6-4-2-4,Employee 4,AAPL-1-6-4-2,profile,profile,Intern de Legal,Intern Legal,Legal
AAPL-1-6-4-3,Manager 3,AAPL-1-6-4,profile,profile,Manager de Legal,Manager Legal,Legal
AAPL-1-6-4-3-1,Employee 1,AAPL-1-6-4-3,profile,profile,VP de Legal,VP Legal,Legal
AAPL-1-6-4-3-2,Employee 2,AAPL-1-6-4-3,profile,profile,CEO de Legal,CEO Legal,Legal
AAPL-1-6-4-3-3,Employee 3,AAPL-1-6-4-3,profile,profile,CFO de Legal,CFO Legal,Legal
AAPL-1-6-4-3-4,Employee 4,AAPL-1-6-4-3,profile,profile,CTO de Legal,CTO Legal,Legal
AAPL-1-7,VP Operations,AAPL-1,profile,profile,VP de Operations,VP Operations,Operations
AAPL-1-7-1,Director 1,AAPL-1-7,profile,profile,Director de Operations,Director Operations,Operations
AAPL-1-7-1-1,Manager 1,AAPL-1-7-1,profile,profile,Manager de Operations,Manager Operations,Operations
AAPL-1-7-1-1-1,Employee 1,AAPL-1-7-1-1,profile,profile,CEO de Operations,CEO Operations,Operations
AAPL-1-7-1-1-2,Employee 2,AAPL-1-7-1-1,profile,profile,VP de Operations,VP Operations,Operations
AAPL-1-7-1-2,Manager 2,AAPL-1-7-1,profile,profile,Manager de Operations,Manager Operations,Operations
AAPL-1-7-1-2-1,Employee 1,AAPL-1-7-1-2,profile,profile,Lead de Operations,Lead Operations,Operations
AAPL-1-7-1-2-2,Employee 2,AAPL-1-7-1-2,profile,profile,Intern de Operations,Intern Operations,Operations
AAPL-1-7-1-2-3,Employee 3,AAPL-1-7-1-2,profile,profile,Intern de Operations,Intern Operations,Operations
AAPL-1-7-1-2-4,Employee 4,AAPL-1-7-1-2,profile,profile,VP de Operations,VP Operations,Operations
AAPL-1-7-1-3,Manager 3,AAPL-1-7-1,profile,profile,Manager de Operations,Manager Operations,Operations
AAPL-1-7-1-3-1,Employee 1,AAPL-1-7-1-3,profile,profile,Director de Operations,Director Operations,Operations
AAPL-1-7-1-3-2,Employee 2,AAPL-1-7-1-3,profile,profile,Director de Operations,Director Operations,Operations
AAPL-1-7-1-3-3,Employee 3,AAPL-1-7-1-3,profile,profile,CTO de Operations,CTO Operations,Operations
AAPL-1-7-2,Director 2,AAPL-1-7,profile,profile,Director de Operations,Director Operations,Operations
AAPL-1-7-2-1,Manager 1,AAPL-1-7-2,profile,profile,Manager de Operations,Manager Operations,Operations
AAPL-1-7-2-1-1,Employee 1,AAPL-1-7-2-1,profile,profile,CFO de Operations,CFO Operations,Operations
AAPL-1-7-2-1-2,Employee 2,AAPL-1-7-2-1,profile,profile,CFO de Operations,CFO Operations,Operations
