Node,Name,Parent,Type,Img,Description,Position,Department
TSLA-1-1-1-1,Manager 1,TSLA-1-1-1,profile,profile,Manager de Engineering,Manager Engineering,Engineering
TSLA-1-1-1-1-1,Employee 1,TSLA-1-1-1-1,profile,profile,CTO de Engineering,CTO Engineering,Engineering
TSLA-1-1-1-1-2,Employee 2,TSLA-1-1-1-1,profile,profile,CTO de Engineering,CTO Engineering,Engineering
TSLA-1-1-1-2,Manager 2,TSLA-1-1-1,profile,profile,Manager de Engineering,Manager Engineering,Engineering
TSLA-1-1-1-2-1,Employee 1,TSLA-1-1-1-2,profile,profile,Junior de Engineering,Junior Engineering,Engineering
TSLA-1-1-1-2-2,Employee 2,TSLA-1-1-1-2,profile,profile,CEO de Engineering,CEO Engineering,Engineering
TSLA-1-1-1-3,Manager 3,TSLA-1-1-1,profile,profile,Manager de Engineering,Manager Engineering,Engineering
TSLA-1-1-1-3-1,Employee 1,TSLA-1-1-1-3,profile,profile,Director de Engineering,Director Engineering,Engineering
TSLA-1-1-2,Director 2,TSLA-1-1,profile,profile,Director de Engineering,Director Engineering,Engineering
TSLA-1-1-2-1,Manager 1,TSLA-1-1-2,profile,profile,Manager de Engineering,Manager Engineering,Engineering
TSLA-1-1-2-1-1,Employee 1,TSLA-1-1-2-1,profile,profile,Lead de Engineering,Lead Engineering,Engineering
TSLA-1-1-2-1-2,Employee 2,TSLA-1-1-2-1,profile,profile,Junior de Engineering,Junior Engineering,Engineering
TSLA-1-1-2-2,Manager 2,TSLA-1-1-2,profile,profile,Manager de Engineering,Manager Engineering,Engineering
TSLA-1-1-2-2-1,Employee 1,TSLA-1-1-2-2,profile,profile,Director de Engineering,Director Engineering,Engineering
TSLA-1-1-3,Director 3,TSLA-1-1,profile,profile,Director de Engineering,Director Engineering,Engineering
TSLA-1-1-3-1,Manager 1,TSLA-1-1-3,profile,profile,Manager de Engineering,Manager Engineering,Engineering
TSLA-1-1-3-1-1,Employee 1,TSLA-1-1-3-1,profile,profile,Senior de Engineering,Senior Engineering,Engineering
TSLA-1-1-3-2,Manager 2,TSLA-1-1-3,profile,profile,Manager de Engineering,Manager Engineering,Engineering
TSLA-1-1-3-2-1,Employee 1,TSLA-1-1-3-2,profile,profile,CFO de Engineering,CFO Engineering,Engineering
TSLA-1-2,VP Marketing,TSLA-1,profile,profile,VP de Marketing,VP Marketing,Marketing
TSLA-1-2-1,Director 1,TSLA-1-2,profile,profile,Director de Marketing,Director Marketing,Marketing
TSLA-1-2-1-1,Manager 1,TSLA-1-2-1,profile,profile,Manager de Marketing,Manager Marketing,Marketing
TSLA-1-2-1-1-1,Employee 1,TSLA-1-2-1-1,profile,profile,VP de Marketing,VP Marketing,Marketing
TSLA-1-2-1-2,Manager 2,TSLA-1-2-1,profile,profile,Manager de Marketing,Manager Marketing,Marketing
TSLA-1-2-1-2-1,Employee 1,TSLA-1-2-1-2,profile,profile,VP de Marketing,VP Marketing,Marketing
TSLA-1-2-1-3,Manager 3,TSLA-1-2-1,profile,profile,Manager de Marketing,Manager Marketing,Marketing
TSLA-1-2-1-3-1,Employee 1,TSLA-1-2-1-3,profile,profile,Junior de Marketing,Junior Marketing,Marketing
TSLA-1-2-2,Director 2,TSLA-1-2,profile,profile,Director de Marketing,Director Marketing,Marketing
TSLA-1-2-2-1,Manager 1,TSLA-1-2-2,profile,profile,Manager de Marketing,Manager Marketing,Marketing
TSLA-1-2-2-1-1,Employee 1,TSLA-1-2-2-1,profile,profile,CEO de Marketing,CEO Marketing,Marketing
TSLA-1-2-2-1-2,Employee 2,TSLA-1-2-2-1,profile,profile,VP de Marketing,VP Marketing,Marketing
TSLA-1-2-2-2,Manager 2,TSLA-1-2-2,profile,profile,Manager de Marketing,Manager Marketing,Marketing
TSLA-1-2-2-2-1,Employee 1,TSLA-1-2-2-2,profile,profile,VP de Marketing,VP Marketing,Marketing
TSLA-1-3,VP Sales,TSLA-1,profile,profile,VP de Sales,VP Sales,Sales
TSLA-1-3-1,Director 1,TSLA-1-3,profile,profile,Director de Sales,Director Sales,Sales
TSLA-1-3-1-1,Manager 1,TSLA-1-3-1,profile,profile,Manager de Sales,Manager Sales,Sales
TSLA-1-3-1-1-1,Employee 1,TSLA-1-3-1-1,profile,profile,VP de Sales,VP Sales,Sales
TSLA-1-3-1-1-2,Employee 2,TSLA-1-3-1-1,profile,profile,CFO de Sales,CFO Sales,Sales
TSLA-1-3-1-2,Manager 2,TSLA-1-3-1,profile,profile,Manager de Sales,Manager Sales,Sales
TSLA-1-3-1-2-1,Employee 1,TSLA-1-3-1-2,profile,profile,Lead de Sales,Lead Sales,Sales
TSLA-1-3-1-3,Manager 3,TSLA-1-3-1,profile,profile,Manager de Sales,Manager Sales,Sales
TSLA-1-3-1-3-1,Employee 1,TSLA-1-3-1-3,profile,profile,CFO de Sales,CFO Sales,Sales
TSLA-1-3-2,Director 2,TSLA-1-3,profile,profile,Director de Sales,Director Sales,Sales
TSLA-1-3-2-1,Manager 1,TSLA-1-3-2,profile,profile,Manager de Sales,Manager Sales,Sales
TSLA-1-3-2-1-1,Employee 1,TSLA-1-3-2-1,profile,profile,CEO de Sales,CEO Sales,Sales
TSLA-1-3-2-2,Manager 2,TSLA-1-3-2,profile,profile,Manager de Sales,Manager Sales,Sales
TSLA-1-3-2-2-1,Employee 1,TSLA-1-3-2-2,profile,profile,Manager de Sales,Manager Sales,Sales
TSLA-1-3-2-3,Manager 3,TSLA-1-3-2,profile,profile,Manager de Sales,Manager Sales,Sales
TSLA-1-3-2-3-1,Employee 1,TSLA-1-3-2-3,profile,profile,Junior de Sales,Junior Sales,Sales
TSLA-1-3-2-3-2,Employee 2,TSLA-1-3-2-3,profile,profile,VP de Sales,VP Sales,Sales
TSLA-1-3-3,Director 3,TSLA-1-3,profile,profile,Director de Sales,Director Sales,Sales
TSLA-1-3-3-1,Manager 1,TSLA-1-3-3,profile,profile,Manager de Sales,Manager Sales,Sales
TSLA-1-3-3-1-1,Employee 1,TSLA-1-3-3-1,profile,profile,CEO de Sales,CEO Sales,Sales
TSLA-1-3-3-2,Manager 2,TSLA-1-3-3,profile,profile,Manager de Sales,Manager Sales,Sales
TSLA-1-3-3-2-1,Employee 1,TSLA-1-3-3-2,profile,profile,VP de Sales,VP Sales,Sales
NVDA,NVIDIA Corporation,,company,detail,Empresa tecnológica líder,CEO,Executive
NVDA-1,CEO NVDA,NVDA,profile,profile,CEO de la empresa,Chief Executive Officer,Executive
NVDA-1-1,VP Engineering,NVDA-1,profile,profile,VP de Engineering,VP Engineering,Engineering
NVDA-1-1-1,Director 1,NVDA-1-1,profile,profile,Director de Engineering,Director Engineering,Engineering
NVDA-1-1-1-1,Manager 1,NVDA-1-1-1,profile,profile,Manager de Engineering,Manager Engineering,Engineering
NVDA-1-1-1-1-1,Employee 1,NVDA-1-1-1-1,profile,profile,CTO de Engineering,CTO Engineering,Engineering
NVDA-1-1-1-1-2,Employee 2,NVDA-1-1-1-1,profile,profile,CTO de Engineering,CTO Engineering,Engineering
NVDA-1-1-1-2,Manager 2,NVDA-1-1-1,profile,profile,Manager de Engineering,Manager Engineering,Engineering
NVDA-1-1-1-2-1,Employee 1,NVDA-1-1-1-2,profile,profile,Senior de Engineering,Senior Engineering,Engineering
NVDA-1-1-1-3,Manager 3,NVDA-1-1-1,profile,profile,Manager de Engineering,Manager Engineering,Engineering
NVDA-1-1-1-3-1,Employee 1,NVDA-1-1-1-3,profile,profile,Senior de Engineering,Senior Engineering,Engineering
NVDA-1-1-1-3-2,Employee 2,NVDA-1-1-1-3,profile,profile,Manager de Engineering,Manager Engineering,Engineering
NVDA-1-1-2,Director 2,NVDA-1-1,profile,profile,Director de Engineering,Director Engineering,Engineering
NVDA-1-1-2-1,Manager 1,NVDA-1-1-2,profile,profile,Manager de Engineering,Manager Engineering,Engineering
NVDA-1-1-2-1-1,Employee 1,NVDA-1-1-2-1,profile,profile,Director de Engineering,Director Engineering,Engineering
NVDA-1-1-2-2,Manager 2,NVDA-1-1-2,profile,profile,Manager de Engineering,Manager Engineering,Engineering
NVDA-1-1-2-2-1,Employee 1,NVDA-1-1-2-2,profile,profile,Manager de Engineering,Manager Engineering,Engineering
NVDA-1-1-2-2-2,Employee 2,NVDA-1-1-2-2,profile,profile,CFO de Engineering,CFO Engineering,Engineering
NVDA-1-1-2-3,Manager 3,NVDA-1-1-2,profile,profile,Manager de Engineering,Manager Engineering,Engineering
NVDA-1-1-2-3-1,Employee 1,NVDA-1-1-2-3,profile,profile,Director de Engineering,Director Engineering,Engineering
NVDA-1-1-2-3-2,Employee 2,NVDA-1-1-2-3,profile,profile,Senior de Engineering,Senior Engineering,Engineering
NVDA-1-1-3,Director 3,NVDA-1-1,profile,profile,Director de Engineering,Director Engineering,Engineering
NVDA-1-1-3-1,Manager 1,NVDA-1-1-3,profile,profile,Manager de Engineering,Manager Engineering,Engineering
NVDA-1-1-3-1-1,Employee 1,NVDA-1-1-3-1,profile,profile,Intern de Engineering,Intern Engineering,Engineering
NVDA-1-1-3-2,Manager 2,NVDA-1-1-3,profile,profile,Manager de Engineering,Manager Engineering,Engineering
NVDA-1-1-3-2-1,Employee 1,NVDA-1-1-3-2,profile,profile,VP de Engineering,VP Engineering,Engineering
NVDA-1-2,VP Marketing,NVDA-1,profile,profile,VP de Marketing,VP Marketing,Marketing
NVDA-1-2-1,Director 1,NVDA-1-2,profile,profile,Director de Marketing,Director Marketing,Marketing
NVDA-1-2-1-1,Manager 1,NVDA-1-2-1,profile,profile,Manager de Marketing,Manager Marketing,Marketing
NVDA-1-2-1-1-1,Employee 1,NVDA-1-2-1-1,profile,profile,Manager de Marketing,Manager Marketing,Marketing
NVDA-1-2-1-1-2,Employee 2,NVDA-1-2-1-1,profile,profile,Director de Marketing,Director Marketing,Marketing
NVDA-1-2-1-2,Manager 2,NVDA-1-2-1,profile,profile,Manager de Marketing,Manager Marketing,Marketing
NVDA-1-2-1-2-1,Employee 1,NVDA-1-2-1-2,profile,profile,CEO de Marketing,CEO Marketing,Marketing
NVDA-1-2-2,Director 2,NVDA-1-2,profile,profile,Director de Marketing,Director Marketing,Marketing
NVDA-1-2-2-1,Manager 1,NVDA-1-2-2,profile,profile,Manager de Marketing,Manager Marketing,Marketing
NVDA-1-2-2-1-1,Employee 1,NVDA-1-2-2-1,profile,profile,Lead de Marketing,Lead Marketing,Marketing
NVDA-1-2-2-2,Manager 2,NVDA-1-2-2,profile,profile,Manager de Marketing,Manager Marketing,Marketing
NVDA-1-2-2-2-1,Employee 1,NVDA-1-2-2-2,profile,profile,CEO de Marketing,CEO Marketing,Marketing
NVDA-1-2-2-2-2,Employee 2,NVDA-1-2-2-2,profile,profile,Intern de Marketing,Intern Marketing,Marketing
NVDA-1-2-2-3,Manager 3,NVDA-1-2-2,profile,profile,Manager de Marketing,Manager Marketing,Marketing
NVDA-1-2-2-3-1,Employee 1,NVDA-1-2-2-3,profile,profile,CTO de Marketing,CTO Marketing,Marketing
NVDA-1-2-2-3-2,Employee 2,NVDA-1-2-2-3,profile,profile,CEO de Marketing,CEO Marketing,Marketing
NVDA-1-2-3,Director 3,NVDA-1-2,profile,profile,Director de Marketing,Director Marketing,Marketing
NVDA-1-2-3-1,Manager 1,NVDA-1-2-3,profile,profile,Manager de Marketing,Manager Marketing,Marketing
NVDA-1-2-3-1-1,Employee 1,NVDA-1-2-3-1,profile,profile,Intern de Marketing,Intern Marketing,Marketing
NVDA-1-2-3-1-2,Employee 2,NVDA-1-2-3-1,profile,profile,CTO de Marketing,CTO Marketing,Marketing
NVDA-1-2-3-2,Manager 2,NVDA-1-2-3,profile,profile,Manager de Marketing,Manager Marketing,Marketing
NVDA-1-2-3-2-1,Employee 1,NVDA-1-2-3-2,profile,profile,Senior de Marketing,Senior Marketing,Marketing
NVDA-1-2-3-3,Manager 3,NVDA-1-2-3,profile,profile,Manager de Marketing,Manager Marketing,Marketing
NVDA-1-2-3-3-1,Employee 1,NVDA-1-2-3-3,profile,profile,Junior de Marketing,Junior Marketing,Marketing
NVDA-1-3,VP Sales,NVDA-1,profile,profile,VP de Sales,VP Sales,Sales
NVDA-1-3-1,Director 1,NVDA-1-3,profile,profile,Director de Sales,Director Sales,Sales
NVDA-1-3-1-1,Manager 1,NVDA-1-3-1,profile,profile,Manager de Sales,Manager Sales,Sales
NVDA-1-3-1-1-1,Employee 1,NVDA-1-3-1-1,profile,profile,Intern de Sales,Intern Sales,Sales
NVDA-1-3-1-1-2,Employee 2,NVDA-1-3-1-1,profile,profile,Intern de Sales,Intern Sales,Sales
NVDA-1-3-1-2,Manager 2,NVDA-1-3-1,profile,profile,Manager de Sales,Manager Sales,Sales
NVDA-1-3-1-2-1,Employee 1,NVDA-1-3-1-2,profile,profile,Manager de Sales,Manager Sales,Sales
NVDA-1-3-1-3,Manager 3,NVDA-1-3-1,profile,profile,Manager de Sales,Manager Sales,Sales
NVDA-1-3-1-3-1,Employee 1,NVDA-1-3-1-3,profile,profile,CEO de Sales,CEO Sales,Sales
NVDA-1-3-2,Director 2,NVDA-1-3,profile,profile,Director de Sales,Director Sales,Sales
NVDA-1-3-2-1,Manager 1,NVDA-1-3-2,profile,profile,Manager de Sales,Manager Sales,Sales
NVDA-1-3-2-1-1,Employee 1,NVDA-1-3-2-1,profile,profile,Junior de Sales,Junior Sales,Sales
NVDA-1-3-2-1-2,Employee 2,NVDA-1-3-2-1,profile,profile,CFO de Sales,CFO Sales,Sales
NVDA-1-3-2-2,Manager 2,NVDA-1-3-2,profile,profile,Manager de Sales,Manager Sales,Sales
NVDA-1-3-2-2-1,Employee 1,NVDA-1-3-2-2,profile,profile,CTO de Sales,CTO Sales,Sales
NVDA-1-4,VP Finance,NVDA-1,profile,profile,VP de Finance,VP Finance,Finance
NVDA-1-4-1,Director 1,NVDA-1-4,profile,profile,Director de Finance,Director Finance,Finance
NVDA-1-4-1-1,Manager 1,NVDA-1-4-1,profile,profile,Manager de Finance,Manager Finance,Finance
NVDA-1-4-1-1-1,Employee 1,NVDA-1-4-1-1,profile,profile,CTO de Finance,CTO Finance,Finance
NVDA-1-4-1-1-2,Employee 2,NVDA-1-4-1-1,profile,profile,CTO de Finance,CTO Finance,Finance
NVDA-1-4-1-2,Manager 2,NVDA-1-4-1,profile,profile,Manager de Finance,Manager Finance,Finance
NVDA-1-4-1-2-1,Employee 1,NVDA-1-4-1-2,profile,profile,CEO de Finance,CEO Finance,Finance
NVDA-1-4-2,Director 2,NVDA-1-4,profile,profile,Director de Finance,Director Finance,Finance
NVDA-1-4-2-1,Manager 1,NVDA-1-4-2,profile,profile,Manager de Finance,Manager Finance,Finance
NVDA-1-4-2-1-1,Employee 1,NVDA-1-4-2-1,profile,profile,VP de Finance,VP Finance,Finance
NVDA-1-4-2-2,Manager 2,NVDA-1-4-2,profile,profile,Manager de Finance,Manager Finance,Finance
NVDA-1-4-2-2-1,Employee 1,NVDA-1-4-2-2,profile,profile,CFO de Finance,CFO Finance,Finance
NVDA-1-4-2-2-2,Employee 2,NVDA-1-4-2-2,profile,profile,Manager de Finance,Manager Finance,Finance
NVDA-1-4-3,Director 3,NVDA-1-4,profile,profile,Director de Finance,Director Finance,Finance
NVDA-1-4-3-1,Manager 1,NVDA-1-4-3,profile,profile,Manager de Finance,Manager Finance,Finance
NVDA-1-4-3-1-1,Employee 1,NVDA-1-4-3-1,profile,profile,CTO de Finance,CTO Finance,Finance
NVDA-1-4-3-2,Manager 2,NVDA-1-4-3,profile,profile,Manager de Finance,Manager Finance,Finance
NVDA-1-4-3-2-1,Employee 1,NVDA-1-4-3-2,profile,profile,CFO de Finance,CFO Finance,Finance
NVDA-1-4-3-2-2,Employee 2,NVDA-1-4-3-2,profile,profile,Manager de Finance,Manager Finance,Finance
META,Meta Platforms Inc.,,company,detail,Empresa tecnológica líder,CEO,Executive
META-1,CEO META,META,profile,profile,CEO de la empresa,Chief Executive Officer,Executive
META-1-1,VP Engineering,META-1,profile,profile,VP de Engineering,VP Engineering,Engineering
META-1-1-1,Director 1,META-1-1,profile,profile,Director de Engineering,Director Engineering,Engineering
META-1-1-1-1,Manager 1,META-1-1-1,profile,profile,Manager de Engineering,Manager Engineering,Engineering
META-1-1-1-1-1,Employee 1,META-1-1-1-1,profile,profile,Director de Engineering,Director Engineering,Engineering
META-1-1-1-1-2,Employee 2,META-1-1-1-1,profile,profile,VP de Engineering,VP Engineering,Engineering
META-1-1-1-2,Manager 2,META-1-1-1,profile,profile,Manager de Engineering,Manager Engineering,Engineering
META-1-1-1-2-1,Employee 1,META-1-1-1-2,profile,profile,Lead de Engineering,Lead Engineering,Engineering
META-1-1-2,Director 2,META-1-1,profile,profile,Director de Engineering,Director Engineering,Engineering
META-1-1-2-1,Manager 1,META-1-1-2,profile,profile,Manager de Engineering,Manager Engineering,Engineering
META-1-1-2-1-1,Employee 1,META-1-1-2-1,profile,profile,Senior de Engineering,Senior Engineering,Engineering
META-1-1-2-1-2,Employee 2,META-1-1-2-1,profile,profile,Junior de Engineering,Junior Engineering,Engineering
META-1-1-2-2,Manager 2,META-1-1-2,profile,profile,Manager de Engineering,Manager Engineering,Engineering
META-1-1-2-2-1,Employee 1,META-1-1-2-2,profile,profile,CEO de Engineering,CEO Engineering,Engineering
META-1-1-2-2-2,Employee 2,META-1-1-2-2,profile,profile,CEO de Engineering,CEO Engineering,Engineering
META-1-1-2-3,Manager 3,META-1-1-2,profile,profile,Manager de Engineering,Manager Engineering,Engineering
META-1-1-2-3-1,Employee 1,META-1-1-2-3,profile,profile,Senior de Engineering,Senior Engineering,Engineering
META-1-2,VP Marketing,META-1,profile,profile,VP de Marketing,VP Marketing,Marketing
META-1-2-1,Director 1,META-1-2,profile,profile,Director de Marketing,Director Marketing,Marketing
META-1-2-1-1,Manager 1,META-1-2-1,profile,profile,Manager de Marketing,Manager Marketing,Marketing
META-1-2-1-1-1,Employee 1,META-1-2-1-1,profile,profile,CTO de Marketing,CTO Marketing,Marketing
META-1-2-1-1-2,Employee 2,META-1-2-1-1,profile,profile,Lead de Marketing,Lead Marketing,Marketing
META-1-2-1-2,Manager 2,META-1-2-1,profile,profile,Manager de Marketing,Manager Marketing,Marketing
META-1-2-1-2-1,Employee 1,META-1-2-1-2,profile,profile,CTO de Marketing,CTO Marketing,Marketing
META-1-2-1-2-2,Employee 2,META-1-2-1-2,profile,profile,CFO de Marketing,CFO Marketing,Marketing
META-1-2-2,Director 2,META-1-2,profile,profile,Director de Marketing,Director Marketing,Marketing
META-1-2-2-1,Manager 1,META-1-2-2,profile,profile,Manager de Marketing,Manager Marketing,Marketing
META-1-2-2-1-1,Employee 1,META-1-2-2-1,profile,profile,Lead de Marketing,Lead Marketing,Marketing
META-1-2-2-2,Manager 2,META-1-2-2,profile,profile,Manager de Marketing,Manager Marketing,Marketing
META-1-2-2-2-1,Employee 1,META-1-2-2-2,profile,profile,Director de Marketing,Director Marketing,Marketing
META-1-3,VP Sales,META-1,profile,profile,VP de Sales,VP Sales,Sales
META-1-3-1,Director 1,META-1-3,profile,profile,Director de Sales,Director Sales,Sales
META-1-3-1-1,Manager 1,META-1-3-1,profile,profile,Manager de Sales,Manager Sales,Sales
META-1-3-1-1-1,Employee 1,META-1-3-1-1,profile,profile,Lead de Sales,Lead Sales,Sales
META-1-3-1-2,Manager 2,META-1-3-1,profile,profile,Manager de Sales,Manager Sales,Sales
META-1-3-1-2-1,Employee 1,META-1-3-1-2,profile,profile,Manager de Sales,Manager Sales,Sales
META-1-3-1-3,Manager 3,META-1-3-1,profile,profile,Manager de Sales,Manager Sales,Sales
META-1-3-1-3-1,Employee 1,META-1-3-1-3,profile,profile,CEO de Sales,CEO Sales,Sales
META-1-3-1-3-2,Employee 2,META-1-3-1-3,profile,profile,CEO de Sales,CEO Sales,Sales
META-1-3-2,Director 2,META-1-3,profile,profile,Director de Sales,Director Sales,Sales
META-1-3-2-1,Manager 1,META-1-3-2,profile,profile,Manager de Sales,Manager Sales,Sales
META-1-3-2-1-1,Employee 1,META-1-3-2-1,profile,profile,Intern de Sales,Intern Sales,Sales
META-1-3-2-2,Manager 2,META-1-3-2,profile,profile,Manager de Sales,Manager Sales,Sales
META-1-3-2-2-1,Employee 1,META-1-3-2-2,profile,profile,VP de Sales,VP Sales,Sales
META-1-3-2-2-2,Employee 2,META-1-3-2-2,profile,profile,Junior de Sales,Junior Sales,Sales
META-1-3-2-3,Manager 3,META-1-3-2,profile,profile,Manager de Sales,Manager Sales,Sales
META-1-3-2-3-1,Employee 1,META-1-3-2-3,profile,profile,Manager de Sales,Manager Sales,Sales
META-1-3-3,Director 3,META-1-3,profile,profile,Director de Sales,Director Sales,Sales
META-1-3-3-1,Manager 1,META-1-3-3,profile,profile,Manager de Sales,Manager Sales,Sales
META-1-3-3-1-1,Employee 1,META-1-3-3-1,profile,profile,VP de Sales,VP Sales,Sales
META-1-3-3-1-2,Employee 2,META-1-3-3-1,profile,profile,Director de Sales,Director Sales,Sales
META-1-3-3-2,Manager 2,META-1-3-3,profile,profile,Manager de Sales,Manager Sales,Sales
META-1-3-3-2-1,Employee 1,META-1-3-3-2,profile,profile,CFO de Sales,CFO Sales,Sales
META-1-3-3-2-2,Employee 2,META-1-3-3-2,profile,profile,Senior de Sales,Senior Sales,Sales
META-1-4,VP Finance,META-1,profile,profile,VP de Finance,VP Finance,Finance
META-1-4-1,Director 1,META-1-4,profile,profile,Director de Finance,Director Finance,Finance
META-1-4-1-1,Manager 1,META-1-4-1,profile,profile,Manager de Finance,Manager Finance,Finance
META-1-4-1-1-1,Employee 1,META-1-4-1-1,profile,profile,Director de Finance,Director Finance,Finance
META-1-4-1-1-2,Employee 2,META-1-4-1-1,profile,profile,Manager de Finance,Manager Finance,Finance
META-1-4-1-2,Manager 2,META-1-4-1,profile,profile,Manager de Finance,Manager Finance,Finance
META-1-4-1-2-1,Employee 1,META-1-4-1-2,profile,profile,Senior de Finance,Senior Finance,Finance
META-1-4-2,Director 2,META-1-4,profile,profile,Director de Finance,Director Finance,Finance
META-1-4-2-1,Manager 1,META-1-4-2,profile,profile,Manager de Finance,Manager Finance,Finance
META-1-4-2-1-1,Employee 1,META-1-4-2-1,profile,profile,CFO de Finance,CFO Finance,Finance
META-1-4-2-1-2,Employee 2,META-1-4-2-1,profile,profile,Director de Finance,Director Finance,Finance
META-1-4-2-2,Manager 2,META-1-4-2,profile,profile,Manager de Finance,Manager Finance,Finance
META-1-4-2-2-1,Employee 1,META-1-4-2-2,profile,profile,CEO de Finance,CEO Finance,Finance
META-1-4-2-3,Manager 3,META-1-4-2,profile,profile,Manager de Finance,Manager Finance,Finance
META-1-4-2-3-1,Employee 1,META-1-4-2-3,profile,profile,Manager de Finance,Manager Finance,Finance
META-1-4-2-3-2,Employee 2,META-1-4-2-3,profile,profile,Lead de Finance,Lead Finance,Finance
META-1-4-3,Director 3,META-1-4,profile,profile,Director de Finance,Director Finance,Finance
META-1-4-3-1,Manager 1,META-1-4-3,profile,profile,Manager de Finance,Manager Finance,Finance
META-1-4-3-1-1,Employee 1,META-1-4-3-1,profile,profile,Intern de Finance,Intern Finance,Finance
META-1-4-3-1-2,Employee 2,META-1-4-3-1,profile,profile,Lead de Finance,Lead Finance,Finance
META-1-4-3-2,Manager 2,META-1-4-3,profile,profile,Manager de Finance,Manager Finance,Finance
META-1-4-3-2-1,Employee 1,META-1-4-3-2,profile,profile,Director de Finance,Director Finance,Finance
META-1-4-3-3,Manager 3,META-1-4-3,profile,profile,Manager de Finance,Manager Finance,Finance
META-1-4-3-3-1,Employee 1,META-1-4-3-3,profile,profile,VP de Finance,VP Finance,Finance
META-1-4-3-3-2,Employee 2,META-1-4-3-3,profile,profile,CFO de Finance,CFO Finance,Finance
NFLX,Netflix Inc.,,company,detail,Empresa tecnológica líder,CEO,Executive
NFLX-1,CEO NFLX,NFLX,profile,profile,CEO de la empresa,Chief Executive Officer,Executive
NFLX-1-1,VP Engineering,NFLX-1,profile,profile,VP de Engineering,VP Engineering,Engineering
NFLX-1-1-1,Director 1,NFLX-1-1,profile,profile,Director de Engineering,Director Engineering,Engineering
NFLX-1-1-1-1,Manager 1,NFLX-1-1-1,profile,profile,Manager de Engineering,Manager Engineering,Engineering
